id,name,kind,out_degree,in_degree
Gene::22823,MTF2,Gene,200,19
Gene::22824,HSPA4L,Gene,3,29
Gene::22826,DNAJC8,Gene,6,37
Gene::22827,PUF60,Gene,241,939
Gene::22828,SCAF8,Gene,47,19
Gene::22829,NLGN4Y,Gene,0,2
Gene::22832,CEP162,Gene,68,3
Gene::22834,ZNF652,Gene,0,6
Gene::22835,ZFP30,Gene,1,0
Gene::22836,RHOBTB3,Gene,6,19
Gene::22837,COBLL1,Gene,1,10
Gene::22838,RNF44,Gene,3,30
Gene::22839,DLGAP4,Gene,27,35
Gene::22841,RAB11FIP2,Gene,30,184
Gene::22843,PPM1E,Gene,2,3
Gene::22844,FRMPD1,Gene,11,3
Gene::22845,DOLK,Gene,4,19
Gene::22846,VASH1,Gene,2,7
Gene::22847,ZNF507,Gene,0,1
Gene::22848,AAK1,Gene,12,7
Gene::22849,CPEB3,Gene,0,4
Gene::22850,ADNP2,Gene,8,4
Gene::22852,ANKRD26,Gene,3,4
Gene::22853,LMTK2,Gene,9,11
Gene::22854,NTNG1,Gene,6,2
Gene::22856,CHSY1,Gene,2,16
Gene::22858,ICK,Gene,3,9
Gene::22859,ADGRL1,Gene,88,15
Gene::2286,FKBP2,Gene,12,60
Gene::22861,NLRP1,Gene,4,10
Gene::22862,FNDC3A,Gene,1,14
Gene::22863,ATG14,Gene,3,23
Gene::22864,R3HDM2,Gene,7,14
Gene::22865,SLITRK3,Gene,2,4
Gene::22866,CNKSR2,Gene,25,21
Gene::22868,FASTKD2,Gene,13,16
Gene::22869,ZNF510,Gene,3,2
Gene::2287,FKBP3,Gene,83,93
Gene::22870,PPP6R1,Gene,5,13
Gene::22871,NLGN1,Gene,1,7
Gene::22872,SEC31A,Gene,1,17
Gene::22873,DZIP1,Gene,2,4
Gene::22874,PLEKHA6,Gene,1,3
Gene::22875,ENPP4,Gene,1,18
Gene::22876,INPP5F,Gene,0,2
Gene::22877,MLXIP,Gene,64,16
Gene::22878,TRAPPC8,Gene,11,13
Gene::22879,MON1B,Gene,16,23
Gene::2288,FKBP4,Gene,61,95
Gene::22880,MORC2,Gene,1,13
Gene::22881,ANKRD6,Gene,2,4
Gene::22882,ZHX2,Gene,32,39
Gene::22883,CLSTN1,Gene,9,253
Gene::22884,WDR37,Gene,0,13
Gene::22885,ABLIM3,Gene,17,15
Gene::22887,FOXJ3,Gene,149,133
Gene::22888,UBOX5,Gene,7,30
Gene::22889,KIAA0907,Gene,141,277
Gene::2289,FKBP5,Gene,49,33
Gene::22890,ZBTB1,Gene,8,12
Gene::22891,ZNF365,Gene,29,5
Gene::22893,BAHD1,Gene,9,25
Gene::22894,DIS3,Gene,34,12
Gene::22895,RPH3A,Gene,6,11
Gene::22897,CEP164,Gene,5,9
Gene::22898,DENND3,Gene,2,14
Gene::22899,ARHGEF15,Gene,10,24
Gene::229,ALDOB,Gene,15,8
Gene::2290,FOXG1,Gene,17,14
Gene::22900,CARD8,Gene,3,7
Gene::22901,ARSG,Gene,1,1
Gene::22902,RUFY3,Gene,0,11
Gene::22903,BTBD3,Gene,9,9
Gene::22904,SBNO2,Gene,4,17
Gene::22905,EPN2,Gene,43,84
Gene::22906,TRAK1,Gene,5,15
Gene::22907,DHX30,Gene,125,186
Gene::22908,SACM1L,Gene,17,390
Gene::22909,FAN1,Gene,2,25
Gene::22911,WDR47,Gene,1,47
Gene::22913,RALY,Gene,5,27
Gene::22914,KLRK1,Gene,12,10
Gene::22915,MMRN1,Gene,4,6
Gene::22916,NCBP2,Gene,3,19
Gene::22917,ZP1,Gene,0,1
Gene::22918,CD93,Gene,5,24
Gene::22919,MAPRE1,Gene,10,43
Gene::22920,KIFAP3,Gene,4,30
Gene::22921,MSRB2,Gene,24,22
Gene::22924,MAPRE3,Gene,10,24
Gene::22925,PLA2R1,Gene,3,6
Gene::22926,ATF6,Gene,199,246
Gene::22927,HABP4,Gene,8,51
Gene::22928,SEPHS2,Gene,9,11
Gene::22929,SEPHS1,Gene,6,18
Gene::22930,RAB3GAP1,Gene,35,5
Gene::22931,RAB18,Gene,1,14
Gene::22932,POMZP3,Gene,0,17
Gene::22933,SIRT2,Gene,53,45
Gene::22934,RPIA,Gene,98,704
Gene::22936,ELL2,Gene,5,12
Gene::22937,SCAP,Gene,46,11
Gene::22938,SNW1,Gene,224,64
Gene::2294,FOXF1,Gene,0,5
Gene::22941,SHANK2,Gene,25,37
Gene::22943,DKK1,Gene,39,27
Gene::22944,KIN,Gene,13,27
Gene::22948,CCT5,Gene,14,349
Gene::22949,PTGR1,Gene,38,1
Gene::2295,FOXF2,Gene,60,2
Gene::22950,SLC4A1AP,Gene,1,55
Gene::22953,P2RX2,Gene,0,4
Gene::22954,TRIM32,Gene,52,49
Gene::22955,SCMH1,Gene,52,20
Gene::2296,FOXC1,Gene,6,6
Gene::2297,FOXD1,Gene,0,5
Gene::22974,TPX2,Gene,2,199
Gene::22976,PAXIP1,Gene,96,160
Gene::22977,AKR7A3,Gene,1,36
Gene::22978,NT5C2,Gene,150,25
Gene::22979,EFR3B,Gene,29,6
Gene::2298,FOXD4,Gene,0,1
Gene::22980,TCF25,Gene,3,18
Gene::22981,NINL,Gene,34,21
Gene::22982,DIP2C,Gene,0,10
Gene::22983,MAST1,Gene,16,35
Gene::22984,PDCD11,Gene,8,53
Gene::22985,ACIN1,Gene,4,26
Gene::22986,SORCS3,Gene,0,1
Gene::22987,SV2C,Gene,0,3
Gene::22989,MYH15,Gene,0,2
Gene::2299,FOXI1,Gene,1,2
Gene::22990,PCNX,Gene,1,3
Gene::22992,KDM2A,Gene,6,26
Gene::22993,HMGXB3,Gene,7,43
Gene::22994,CEP131,Gene,7,24
Gene::22995,CEP152,Gene,3,5
Gene::22996,TTC39A,Gene,49,15
Gene::22997,IGSF9B,Gene,1,15
Gene::22998,LIMCH1,Gene,10,7
Gene::22999,RIMS1,Gene,7,21
Gene::23,ABCF1,Gene,90,83
Gene::230,ALDOC,Gene,120,294
Gene::2300,FOXL1,Gene,0,2
Gene::23001,WDFY3,Gene,6,10
Gene::23002,DAAM1,Gene,4,25
Gene::23005,MAPKBP1,Gene,15,24
Gene::23007,PLCH1,Gene,2,3
Gene::23008,KLHDC10,Gene,3,10
Gene::2301,FOXE3,Gene,0,9
Gene::23011,RAB21,Gene,56,66
Gene::23012,STK38L,Gene,14,10
Gene::23013,SPEN,Gene,42,55
Gene::23014,FBXO21,Gene,59,234
Gene::23015,GOLGA8A,Gene,0,4
Gene::23016,EXOSC7,Gene,11,12
Gene::23017,FAIM2,Gene,0,4
Gene::23019,CNOT1,Gene,8,18
Gene::2302,FOXJ1,Gene,72,2
Gene::23020,SNRNP200,Gene,83,179
Gene::23022,PALLD,Gene,4,16
Gene::23023,TMCC1,Gene,0,4
Gene::23024,PDZRN3,Gene,4,7
Gene::23025,UNC13A,Gene,2,4
Gene::23026,MYO16,Gene,1,10
Gene::23028,KDM1A,Gene,30,90
Gene::23029,RBM34,Gene,156,342
Gene::2303,FOXC2,Gene,10,4
Gene::23030,KDM4B,Gene,21,8
Gene::23031,MAST3,Gene,4,10
Gene::23032,USP33,Gene,9,42
Gene::23033,DOPEY1,Gene,0,31
Gene::23034,SAMD4A,Gene,32,18
Gene::23035,PHLPP2,Gene,45,12
Gene::23036,ZNF292,Gene,0,8
Gene::23037,PDZD2,Gene,2,13
Gene::23038,WDTC1,Gene,35,134
Gene::23039,XPO7,Gene,16,34
Gene::2304,FOXE1,Gene,1,2
Gene::23040,MYT1L,Gene,6,6
Gene::23041,MON2,Gene,3,8
Gene::23042,PDXDC1,Gene,5,27
Gene::23043,TNIK,Gene,45,97
Gene::23046,KIF21B,Gene,34,5
Gene::23047,PDS5B,Gene,32,22
Gene::23048,FNBP1,Gene,9,20
Gene::23049,SMG1,Gene,19,8
Gene::2305,FOXM1,Gene,14,152
Gene::23051,ZHX3,Gene,1,15
Gene::23052,ENDOD1,Gene,2,11
Gene::23053,ZSWIM8,Gene,4,47
Gene::23054,NCOA6,Gene,74,111
Gene::23057,NMNAT2,Gene,31,1
Gene::23059,CLUAP1,Gene,1,6
Gene::2306,FOXD2,Gene,0,16
Gene::23060,ZNF609,Gene,0,5
Gene::23061,TBC1D9B,Gene,70,22
Gene::23062,GGA2,Gene,71,26
Gene::23063,WAPAL,Gene,2,25
Gene::23064,SETX,Gene,2,12
Gene::23065,EMC1,Gene,3,18
Gene::23066,CAND2,Gene,51,36
Gene::23067,SETD1B,Gene,19,29
Gene::2307,FOXS1,Gene,9,12
Gene::23070,CMTR1,Gene,1,15
Gene::23071,ERP44,Gene,9,9
Gene::23072,HECW1,Gene,2,11
Gene::23074,UHRF1BP1L,Gene,0,6
Gene::23075,SWAP70,Gene,170,25
Gene::23076,RRP1B,Gene,34,497
Gene::23077,MYCBP2,Gene,18,54
Gene::23078,VWA8,Gene,2,7
Gene::2308,FOXO1,Gene,41,29
Gene::23080,AVL9,Gene,0,4
Gene::23081,KDM4C,Gene,63,14
Gene::23082,PPRC1,Gene,0,48
Gene::23085,ERC1,Gene,4,10
Gene::23086,EXPH5,Gene,1,10
Gene::23087,TRIM35,Gene,16,9
Gene::23089,PEG10,Gene,13,431
Gene::2309,FOXO3,Gene,200,179
Gene::23090,ZNF423,Gene,12,16
Gene::23091,ZC3H13,Gene,3,24
Gene::23092,ARHGAP26,Gene,1,13
Gene::23093,TTLL5,Gene,0,12
Gene::23094,SIPA1L3,Gene,5,29
Gene::23095,KIF1B,Gene,3,28
Gene::23096,IQSEC2,Gene,44,11
Gene::23097,CDK19,Gene,68,175
Gene::23098,SARM1,Gene,6,5
Gene::23099,ZBTB43,Gene,14,38
Gene::231,AKR1B1,Gene,190,75
Gene::23101,MCF2L2,Gene,4,1
Gene::23102,TBC1D2B,Gene,74,13
Gene::23105,FSTL4,Gene,6,6
Gene::23107,MRPS27,Gene,29,106
Gene::23108,RAP1GAP2,Gene,8,11
Gene::23109,DDN,Gene,3,5
Gene::23111,SPG20,Gene,7,23
Gene::23112,TNRC6B,Gene,15,16
Gene::23113,CUL9,Gene,13,55
Gene::23114,NFASC,Gene,2,19
Gene::23116,FAM179B,Gene,0,14
Gene::23117,NPIPB3,Gene,0,1
Gene::23118,TAB2,Gene,127,85
Gene::23119,HIC2,Gene,37,7
Gene::2312,FLG,Gene,11,10
Gene::23120,ATP10B,Gene,1,11
Gene::23122,CLASP2,Gene,15,17
Gene::23125,CAMTA2,Gene,17,11
Gene::23126,POGZ,Gene,6,25
Gene::23127,COLGALT2,Gene,1,3
Gene::23129,PLXND1,Gene,8,12
Gene::2313,FLI1,Gene,108,12
Gene::23130,ATG2A,Gene,6,28
Gene::23131,GPATCH8,Gene,54,401
Gene::23132,RAD54L2,Gene,22,23
Gene::23133,PHF8,Gene,23,17
Gene::23135,KDM6B,Gene,7,46
Gene::23136,EPB41L3,Gene,9,28
Gene::23137,SMC5,Gene,48,35
Gene::23138,N4BP3,Gene,3,7
Gene::23139,MAST2,Gene,166,214
Gene::2314,FLII,Gene,11,14
Gene::23140,ZZEF1,Gene,11,61
Gene::23141,ANKLE2,Gene,2,7
Gene::23142,DCUN1D4,Gene,35,53
Gene::23143,LRCH1,Gene,1,1
Gene::23144,ZC3H3,Gene,1,1
Gene::23145,SSPO,Gene,5,1
Gene::23148,NACAD,Gene,7,7
Gene::23149,FCHO1,Gene,87,56
Gene::2315,MLANA,Gene,3,9
Gene::23150,FRMD4B,Gene,6,5
Gene::23151,GRAMD4,Gene,2,9
Gene::23152,CIC,Gene,12,33
Gene::23154,NCDN,Gene,6,83
Gene::23155,CLCC1,Gene,0,7
Gene::23157,SEPT6,Gene,6,13
Gene::23158,TBC1D9,Gene,3,7
Gene::2316,FLNA,Gene,101,34
Gene::23160,WDR43,Gene,1,30
Gene::23161,SNX13,Gene,41,191
Gene::23162,MAPK8IP3,Gene,5,46
Gene::23163,GGA3,Gene,9,31
Gene::23164,MPRIP,Gene,6,28
Gene::23165,NUP205,Gene,4,33
Gene::23166,STAB1,Gene,3,6
Gene::23167,EFR3A,Gene,0,10
Gene::23168,RTF1,Gene,3,14
Gene::23169,SLC35D1,Gene,0,12
Gene::2317,FLNB,Gene,34,19
Gene::23170,TTLL12,Gene,2,19
Gene::23171,GPD1L,Gene,3,19
Gene::23172,FAM175B,Gene,5,14
Gene::23173,METAP1,Gene,3,31
Gene::23174,ZCCHC14,Gene,1,14
Gene::23175,LPIN1,Gene,0,16
Gene::23176,SEPT8,Gene,11,18
Gene::23177,CEP68,Gene,10,31
Gene::23178,PASK,Gene,10,38
Gene::23179,RGL1,Gene,2,16
Gene::2318,FLNC,Gene,49,17
Gene::23180,RFTN1,Gene,1,190
Gene::23181,DIP2A,Gene,12,18
Gene::23184,MESDC2,Gene,3,7
Gene::23185,LARP4B,Gene,4,11
Gene::23186,RCOR1,Gene,36,52
Gene::23187,PHLDB1,Gene,3,19
Gene::23189,KANK1,Gene,1,22
Gene::2319,FLOT2,Gene,8,19
Gene::23190,UBXN4,Gene,1,10
Gene::23191,CYFIP1,Gene,5,34
Gene::23192,ATG4B,Gene,21,19
Gene::23193,GANAB,Gene,6,41
Gene::23194,FBXL7,Gene,4,4
Gene::23195,MDN1,Gene,6,17
Gene::23196,FAM120A,Gene,24,11
Gene::23197,FAF2,Gene,9,34
Gene::23198,PSME4,Gene,5,44
Gene::23199,GSE1,Gene,10,36
Gene::23200,ATP11B,Gene,122,140
Gene::23201,FAM168A,Gene,17,50
Gene::23203,PMPCA,Gene,3,28
Gene::23204,ARL6IP1,Gene,37,88
Gene::23205,ACSBG1,Gene,0,6
Gene::23207,PLEKHM2,Gene,1,22
Gene::23208,SYT11,Gene,4,53
Gene::23209,MLC1,Gene,5,18
Gene::2321,FLT1,Gene,43,19
Gene::23210,JMJD6,Gene,61,328
Gene::23211,ZC3H4,Gene,22,17
Gene::23212,RRS1,Gene,89,443
Gene::23213,SULF1,Gene,1,8
Gene::23214,XPO6,Gene,4,27
Gene::23215,PRRC2C,Gene,6,8
Gene::23216,TBC1D1,Gene,5,17
Gene::23217,ZFR2,Gene,1,2
Gene::23218,NBEAL2,Gene,9,14
Gene::23219,FBXO28,Gene,2,22
Gene::2322,FLT3,Gene,149,13
Gene::23220,DTX4,Gene,2,13
Gene::23221,RHOBTB2,Gene,8,6
Gene::23223,RRP12,Gene,88,89
Gene::23224,SYNE2,Gene,49,181
Gene::23225,NUP210,Gene,9,18
Gene::23228,PLCL2,Gene,2,5
Gene::23229,ARHGEF9,Gene,14,6
Gene::2323,FLT3LG,Gene,74,3
Gene::23230,VPS13A,Gene,21,21
Gene::23231,SEL1L3,Gene,2,9
Gene::23232,TBC1D12,Gene,0,1
Gene::23233,EXOC6B,Gene,3,5
Gene::23234,DNAJC9,Gene,3,51
Gene::23235,SIK2,Gene,17,30
Gene::23236,PLCB1,Gene,15,34
Gene::23237,ARC,Gene,4,3
Gene::23239,PHLPP1,Gene,52,24
Gene::2324,FLT4,Gene,75,8
Gene::23240,KIAA0922,Gene,11,6
Gene::23241,PACS2,Gene,1,11
Gene::23242,COBL,Gene,35,60
Gene::23243,ANKRD28,Gene,13,44
Gene::23244,PDS5A,Gene,174,34
Gene::23245,ASTN2,Gene,0,7
Gene::23246,BOP1,Gene,5,15
Gene::23247,KIAA0556,Gene,1,6
Gene::23248,RPRD2,Gene,3,11
Gene::23250,ATP11A,Gene,0,2
Gene::23251,KIAA1024,Gene,6,11
Gene::23252,OTUD3,Gene,65,14
Gene::23253,ANKRD12,Gene,0,25
Gene::23254,KAZN,Gene,1,12
Gene::23255,MTCL1,Gene,1,11
Gene::23256,SCFD1,Gene,4,21
Gene::23258,DENND5A,Gene,0,17
Gene::23259,DDHD2,Gene,1,22
Gene::2326,FMO1,Gene,6,7
Gene::23261,CAMTA1,Gene,0,6
Gene::23262,PPIP5K2,Gene,1,9
Gene::23263,MCF2L,Gene,35,95
Gene::23264,ZC3H7B,Gene,17,19
Gene::23265,EXOC7,Gene,19,21
Gene::23266,ADGRL2,Gene,24,6
Gene::23268,DNMBP,Gene,9,36
Gene::23269,MGA,Gene,42,22
Gene::2327,FMO2,Gene,1,4
Gene::23270,TSPYL4,Gene,5,22
Gene::23271,CAMSAP2,Gene,50,133
Gene::23272,FAM208A,Gene,4,14
Gene::23274,CLEC16A,Gene,38,9
Gene::23275,POFUT2,Gene,4,29
Gene::23276,KLHL18,Gene,2,44
Gene::23277,CLUH,Gene,14,48
Gene::23279,NUP160,Gene,10,11
Gene::2328,FMO3,Gene,3,22
Gene::23281,MTUS2,Gene,121,83
Gene::23283,CSTF2T,Gene,2,7
Gene::23284,ADGRL3,Gene,3,3
Gene::23285,KIAA1107,Gene,2,2
Gene::23286,WWC1,Gene,12,28
Gene::23287,AGTPBP1,Gene,29,14
Gene::23288,IQCE,Gene,5,47
Gene::2329,FMO4,Gene,0,4
Gene::23291,FBXW11,Gene,35,57
Gene::23293,SMG6,Gene,2,14
Gene::23294,ANKS1A,Gene,2,17
Gene::23295,MGRN1,Gene,8,20
Gene::23299,BICD2,Gene,4,14
Gene::2330,FMO5,Gene,0,11
Gene::23300,ATMIN,Gene,29,96
Gene::23301,EHBP1,Gene,3,10
Gene::23302,WSCD1,Gene,0,5
Gene::23303,KIF13B,Gene,10,22
Gene::23304,UBR2,Gene,4,40
Gene::23305,ACSL6,Gene,24,5
Gene::23306,NEMP1,Gene,0,8
Gene::23307,FKBP15,Gene,3,12
Gene::23308,ICOSLG,Gene,1,3
Gene::23309,SIN3B,Gene,14,42
Gene::2331,FMOD,Gene,3,1
Gene::23310,NCAPD3,Gene,4,17
Gene::23312,DMXL2,Gene,17,18
Gene::23313,KIAA0930,Gene,0,28
Gene::23314,SATB2,Gene,154,31
Gene::23315,SLC9A8,Gene,0,13
Gene::23316,CUX2,Gene,1,10
Gene::23317,DNAJC13,Gene,2,19
Gene::23318,ZCCHC11,Gene,6,30
Gene::2332,FMR1,Gene,121,15
Gene::23321,TRIM2,Gene,53,94
Gene::23322,RPGRIP1L,Gene,0,5
Gene::23324,MAN2B2,Gene,4,17
Gene::23325,KIAA1033,Gene,16,64
Gene::23326,USP22,Gene,117,717
Gene::23327,NEDD4L,Gene,47,100
Gene::23328,SASH1,Gene,7,9
Gene::23329,TBC1D30,Gene,1,1
Gene::23331,TTC28,Gene,1,11
Gene::23332,CLASP1,Gene,1,18
Gene::23333,DPY19L1,Gene,0,5
Gene::23334,SZT2,Gene,5,168
Gene::23335,WDR7,Gene,14,292
Gene::23336,SYNM,Gene,1,23
Gene::23338,JADE2,Gene,76,313
Gene::23339,VPS39,Gene,1,15
Gene::2334,AFF2,Gene,54,13
Gene::23341,DNAJC16,Gene,0,6
Gene::23344,ESYT1,Gene,155,21
Gene::23345,SYNE1,Gene,52,122
Gene::23347,SMCHD1,Gene,2,13
Gene::23348,DOCK9,Gene,3,48
Gene::23349,PHF24,Gene,0,0
Gene::2335,FN1,Gene,131,163
Gene::23350,U2SURP,Gene,10,17
Gene::23351,KHNYN,Gene,8,32
Gene::23352,UBR4,Gene,4,21
Gene::23353,SUN1,Gene,15,10
Gene::23354,HAUS5,Gene,12,22
Gene::23355,VPS8,Gene,19,27
Gene::23357,ANGEL1,Gene,1,16
Gene::23358,USP24,Gene,67,9
Gene::23359,FAM189A1,Gene,13,0
Gene::23360,FNBP4,Gene,1,26
Gene::23361,ZNF629,Gene,50,15
Gene::23362,PSD3,Gene,0,9
Gene::23363,OBSL1,Gene,91,17
Gene::23365,ARHGEF12,Gene,7,31
Gene::23366,KIAA0895,Gene,1,2
Gene::23367,LARP1,Gene,8,28
Gene::23368,PPP1R13B,Gene,58,194
Gene::23369,PUM2,Gene,48,24
Gene::23370,ARHGEF18,Gene,1,43
Gene::23371,TNS2,Gene,15,22
Gene::23373,CRTC1,Gene,27,12
Gene::23376,UFL1,Gene,6,11
Gene::23378,RRP8,Gene,110,573
Gene::23379,ICE1,Gene,2,5
Gene::23380,SRGAP2,Gene,29,18
Gene::23381,SMG5,Gene,0,12
Gene::23382,AHCYL2,Gene,5,20
Gene::23383,MAU2,Gene,1,87
Gene::23384,SPECC1L,Gene,32,25
Gene::23385,NCSTN,Gene,8,45
Gene::23386,NUDCD3,Gene,50,284
Gene::23387,SIK3,Gene,20,31
Gene::23389,MED13L,Gene,15,29
Gene::2339,FNTA,Gene,20,9
Gene::23390,ZDHHC17,Gene,1,26
Gene::23392,KIAA0368,Gene,13,27
Gene::23394,ADNP,Gene,4,28
Gene::23395,LARS2,Gene,56,3
Gene::23396,PIP5K1C,Gene,11,19
Gene::23397,NCAPH,Gene,5,135
Gene::23398,PPWD1,Gene,0,2
Gene::23399,CTDNEP1,Gene,3,23
Gene::23400,ATP13A2,Gene,18,49
Gene::23401,FRAT2,Gene,227,174
Gene::23403,FBXO46,Gene,36,69
Gene::23404,EXOSC2,Gene,17,38
Gene::23405,DICER1,Gene,73,147
Gene::23406,COTL1,Gene,2,820
Gene::23408,SIRT5,Gene,46,37
Gene::23409,SIRT4,Gene,0,3
Gene::23410,SIRT3,Gene,50,174
Gene::23411,SIRT1,Gene,249,156
Gene::23412,COMMD3,Gene,3,8
Gene::23413,NCS1,Gene,33,15
Gene::23414,ZFPM2,Gene,1,8
Gene::23415,KCNH4,Gene,2,6
Gene::23416,KCNH3,Gene,0,2
Gene::23417,MLYCD,Gene,5,23
Gene::23418,CRB1,Gene,2,16
Gene::2342,FNTB,Gene,11,10
Gene::23420,NOMO1,Gene,5,9
Gene::23421,ITGB3BP,Gene,15,68
Gene::23423,TMED3,Gene,2,24
Gene::23424,TDRD7,Gene,79,46
Gene::23426,GRIP1,Gene,7,52
Gene::23428,SLC7A8,Gene,0,24
Gene::23429,RYBP,Gene,45,36
Gene::23430,TPSD1,Gene,0,0
Gene::23431,AP4E1,Gene,0,9
Gene::23432,GPR161,Gene,11,5
Gene::23433,RHOQ,Gene,12,17
Gene::23435,TARDBP,Gene,145,41
Gene::23436,CELA3B,Gene,0,8
Gene::23438,HARS2,Gene,1,18
Gene::23439,ATP1B4,Gene,38,11
Gene::23440,OTP,Gene,3,2
Gene::23443,SLC35A3,Gene,122,127
Gene::23444,CDW12,Gene,0,0
Gene::23446,SLC44A1,Gene,0,7
Gene::23447,CDW93,Gene,0,0
Gene::23448,CD139,Gene,0,0
Gene::23449,CD165,Gene,0,0
Gene::23450,SF3B3,Gene,56,208
Gene::23451,SF3B1,Gene,208,176
Gene::23452,ANGPTL2,Gene,0,5
Gene::23456,ABCB10,Gene,0,2
Gene::23457,ABCB9,Gene,0,8
Gene::2346,FOLH1,Gene,3,6
Gene::23460,ABCA6,Gene,0,3
Gene::23461,ABCA5,Gene,8,19
Gene::23462,HEY1,Gene,174,24
Gene::23463,ICMT,Gene,56,274
Gene::23464,GCAT,Gene,98,10
Gene::23466,CBX6,Gene,88,23
Gene::23467,NPTXR,Gene,27,22
Gene::23468,CBX5,Gene,26,92
Gene::23469,PHF3,Gene,3,21
Gene::23471,TRAM1,Gene,3,12
Gene::23473,CAPN7,Gene,5,8
Gene::23474,ETHE1,Gene,5,15
Gene::23475,QPRT,Gene,185,15
Gene::23476,BRD4,Gene,178,71
Gene::23478,SEC11A,Gene,2,33
Gene::23479,ISCU,Gene,12,20
Gene::2348,FOLR1,Gene,21,5
Gene::23480,SEC61G,Gene,3,13
Gene::23481,PES1,Gene,4,17
Gene::23483,TGDS,Gene,167,7
Gene::23484,LEPROTL1,Gene,0,5
Gene::23491,CES3,Gene,0,2
Gene::23492,CBX7,Gene,65,27
Gene::23493,HEY2,Gene,140,20
Gene::23495,TNFRSF13B,Gene,44,13
Gene::23498,HAAO,Gene,9,10
Gene::23499,MACF1,Gene,197,61
Gene::2350,FOLR2,Gene,7,12
Gene::23500,DAAM2,Gene,8,4
Gene::23503,ZFYVE26,Gene,9,54
Gene::23504,RIMBP2,Gene,2,31
Gene::23505,TMEM131,Gene,0,12
Gene::23506,GLTSCR1L,Gene,3,13
Gene::23507,LRRC8B,Gene,1,45
Gene::23508,TTC9,Gene,0,7
Gene::23509,POFUT1,Gene,85,13
Gene::23510,KCTD2,Gene,24,23
Gene::23511,NUP188,Gene,7,35
Gene::23512,SUZ12,Gene,204,379
Gene::23513,SCRIB,Gene,5,30
Gene::23514,SPIDR,Gene,2,0
Gene::23515,MORC3,Gene,0,3
Gene::23516,SLC39A14,Gene,1,8
Gene::23517,SKIV2L2,Gene,12,36
Gene::23518,R3HDM1,Gene,0,7
Gene::23519,ANP32D,Gene,0,2
Gene::2352,FOLR3,Gene,1,10
Gene::23520,ANP32C,Gene,0,1
Gene::23521,RPL13A,Gene,43,144
Gene::23522,KAT6B,Gene,198,78
Gene::23523,CABIN1,Gene,39,21
Gene::23524,SRRM2,Gene,8,32
Gene::23526,HMHA1,Gene,7,8
Gene::23527,ACAP2,Gene,1,4
Gene::23528,ZNF281,Gene,56,18
Gene::23529,CLCF1,Gene,1,10
Gene::2353,FOS,Gene,443,93
Gene::23530,NNT,Gene,36,97
Gene::23531,MMD,Gene,1,15
Gene::23532,PRAME,Gene,4,14
Gene::23533,PIK3R5,Gene,15,20
Gene::23534,TNPO3,Gene,31,7
Gene::23536,ADAT1,Gene,47,219
Gene::23538,OR52A1,Gene,12,2
Gene::23539,SLC16A8,Gene,0,4
Gene::2354,FOSB,Gene,12,31
Gene::23541,SEC14L2,Gene,0,7
Gene::23542,MAPK8IP2,Gene,14,43
Gene::23543,RBFOX2,Gene,22,49
Gene::23544,SEZ6L,Gene,0,1
Gene::23545,ATP6V0A2,Gene,0,10
Gene::23546,SYNGR4,Gene,1,0
Gene::23547,LILRA4,Gene,0,0
Gene::23548,TTC33,Gene,1,2
Gene::23549,DNPEP,Gene,76,19
Gene::2355,FOSL2,Gene,117,22
Gene::23550,PSD4,Gene,1,9
Gene::23551,RASD2,Gene,2,16
Gene::23552,CDK20,Gene,5,10
Gene::23553,HYAL4,Gene,2,0
Gene::23554,TSPAN12,Gene,2,4
Gene::23555,TSPAN15,Gene,2,11
Gene::23556,PIGN,Gene,1,15
Gene::23557,SNAPIN,Gene,18,53
Gene::23558,WBP2,Gene,72,151
Gene::23559,WBP1,Gene,5,9
Gene::2356,FPGS,Gene,65,32
Gene::23560,GTPBP4,Gene,22,102
Gene::23562,CLDN14,Gene,2,2
Gene::23563,CHST5,Gene,0,1
Gene::23564,DDAH2,Gene,34,32
Gene::23566,LPAR3,Gene,66,7
Gene::23567,ZNF346,Gene,9,11
Gene::23568,ARL2BP,Gene,0,9
Gene::23569,PADI4,Gene,5,13
Gene::2357,FPR1,Gene,3,8
Gene::23576,DDAH1,Gene,63,258
Gene::2358,FPR2,Gene,2,5
Gene::23580,CDC42EP4,Gene,3,14
Gene::23581,CASP14,Gene,69,11
Gene::23582,CCNDBP1,Gene,51,57
Gene::23583,SMUG1,Gene,3,19
Gene::23584,VSIG2,Gene,0,0
Gene::23585,TMEM50A,Gene,29,508
Gene::23586,DDX58,Gene,12,87
Gene::23587,ELP5,Gene,3,16
Gene::23588,KLHDC2,Gene,111,180
Gene::23589,CARHSP1,Gene,5,32
Gene::2359,FPR3,Gene,0,1
Gene::23590,PDSS1,Gene,0,35
Gene::23592,LEMD3,Gene,0,17
Gene::23593,HEBP2,Gene,0,11
Gene::23594,ORC6,Gene,2,35
Gene::23595,ORC3,Gene,1,41
Gene::23596,OPN3,Gene,10,10
Gene::23597,ACOT9,Gene,18,303
Gene::23598,PATZ1,Gene,7,23
Gene::23600,AMACR,Gene,0,2
Gene::23601,CLEC5A,Gene,5,5
Gene::23603,CORO1C,Gene,1,23
Gene::23604,DAPK2,Gene,2,7
Gene::23607,CD2AP,Gene,7,41
Gene::23608,MKRN1,Gene,3,12
Gene::23609,MKRN2,Gene,7,30
